Restaurant name	Reviewer’s name	Review text
J Wata Temaki Bar	Patrick C.	J Wata is a refreshingly authentic Temaki experience, the quality of the fish was incredible and the atmosphere was intimate and fun. Ian was an incredibly knowledgeable and delightful server who made some really helpful recommendations and offered great insight, he pointed us in the direction of the soft shell crab roll which ended up being the highlight of the evening. You know it was a great experience when you start planning your next visit as you walk out of the restaurant. Also special shout out to the sake menu (our boy ian helped us pick the best bottle) and the salmon tower appetizer, this place is legit.	
J Wata Temaki Bar	Jenny G.	Disclaimer: I LOVE handrolls so couldn't wait to try this place. The fish is indeed fresh, and the warmed/toasted nori is a very nice touch. However I felt the value was lacking for what you get. Limiting factors include: a predominately handroll menu so maybe not enough a selection to sustain a business in this area. They also don't do to go orders so you cannot share the goodness with anyone unless they actually come to the joint. The parking is the worst too, so that alone almost makes it not worth coming back to.	
J Wata Temaki Bar	Janet K.	Nothing spectacular about this place. My boyfriend and I LOVE sushi so we definitely wanted to check out this restaurant. The price is pretty expensive for what it is. We got a course of 6 maki rolls for almost $30 per course. We only received 5 of the rolls and asked where the 6th one was. The chef swore he gave us all of them but we never received the toro roll. He gave it to us in the end and we definitely have not had it. He confused the salmon roll he gave us for the toro. The fact that he made us feel pretty bad for reminding him totally threw me off. It's a shame because the maki was pretty fresh and delicious. However, I'm definitely not coming back.	
J Wata Temaki Bar	Giselle B.	New cool spot on Convoy by the owners of Pokirrito. I must say its basically a sugarfish ( LA Sushi Spot) but in San Diego. The customer service is fantastic but the hand rolls are good. Nothing was RIDICULOUS AMAZING. It was just good. Its very traditional Japanese, not what we are used to in San Diego; the spicy creamy sauces etc. I can come back but definitely a bigger fan of Hane.	
J Wata Temaki Bar	Drew C.	Delicious and hip. The quality of the rolls is outstanding. They put a great deal of effort into making each roll by hand and make sure it comes out perfect each time. The service was outstanding too, whenever we needed anything they were able to provide it quickly. I was very surprised of the price for the quality, you're definitely getting your money's worth here.   I recommend coming to try it out. This is going to become a very popular place in San Diego.	
J Wata Temaki Bar	Chloe Y.	Food and service were good. Taking out 2stars because of over priced. I have been there twice but not sure if I would go there again.	
J Wata Temaki Bar	Roger D.	I tried this place for dinner while visiting San Diego from Orange County last week. Great food. Fun vibe. Friendly staff. The rolls are handmade and delicious. Overall, I loved my first visit to J Wata. It will definitely be on my go-to list anytime I'm in San Diego.	
J Wata Temaki Bar	Alan D.	Awesome place. My girlfriend has celiac's and has to do gluten-free (GF). They were very, very attentive to that and made sure to highlight the items in the menu that were gluten free. They also have gluten free soy sauce.  The hand rolls were EXCELLENT. I loved the negi salmon, bay scallops, and the Maine lobster. The blue crab hand roll was extremely fresh and amazing. The seaweed was wonderfully crispy, the rice was good, and the fish was fresh.  This was their soft opening so I don't know what it will be like after the grand opening. I would suggest a more  sake selection, but that's my only complaint. I loved the casual bar setting, fast service, and great service.  Update: They had a highlighted menu up front for the servers to reference so they knew what was gluten free. The manager remembered my girlfriend and I from our last visit and he told us about some of the recipe changes they made, including changing the mayo they use so the hand rolls (blue crab, Maine lobster, bay scallop) were GF now. Awesome that they were willing to make that accommodation we appreciated that they remembered us.	
J Wata Temaki Bar	Tracy T.	This place is awesome. Quality ingredients, very friendly and attentive staff. We love James! He is always so welcoming and helpful!	
J Wata Temaki Bar	Stefanie H.	Cannot say enough good things about my first experience dining here. All of the food was extremely fresh and flavorful. The staff were attentive and friendly. The time spaced out between each handroll is perfect enough to thoroughly enjoy each different one. My personal favorite was the bay scallop. Highly recommend coming for both the food and experience!!	
J Wata Temaki Bar	Erin K.	Came in for J Wata's soft opening, and I was delighted by what a unique dining experience it is! I was only used to eating temaki in the cone shape. The chef, James, was really friendly and explained that the round/cylinder shape allows for better distribution of ingredients. The fish was very tender and flavorful, and the hand rolls felt delicately and carefully put together.   It's pricey for everyday dining, but definitely an experience to see the nori flame-roasted and to taste hand rolls straight from the chefs. I would totally come again for a special occasion or when I want to impress someone with how refined my tastes are.	
J Wata Temaki Bar	Vanessa C.	Awesome and fun! This is my first time getting the hand roll experience at the bar. I've been to plenty of sushi bars and this felt very similar! It is currently still in soft opening, so the menu suggestion is pretty limited. They have different \"sets\" available which makes it easy to choose if you want 3, 4, or 5 rolls. I'm a picky eater so I have been ordering hand rolls a la carte, which costs more. Oops!   Spicy Toro 10/10 - Yum! Its so buttery and melts in your mouth.  Spicy Tuna 9/10 - Still good, but prefer the fatty tuna!  Blue Crab 8/10 - Its very good but I just don't love crab all that much. This hand roll is in most of the set menus.   They toast the seaweed so its warm, the fish inside is chilled. Eat it fast, after taking a quick picture of course.   Overall its a very simple place. There's hand rolls, a couple of sashimi plates, and that's about it. I love that about it. Good atmosphere. In and out kinda of place. Actually that would depend. If there's only one chef and more packed, the wait between rolls may take a while. I've been where I was stuffing the hand rolls because there was no other customers and also a little bit too long of a wait between.   Can't wait to see grand opening menu!	
J Wata Temaki Bar	Nawal S.	An amazing and unique dining experience in San Diego. The chef hands you each roll perfectly timed (very similar to KazuNori in LA but a more comfy experience). It's an exceptionally efficient process that amazes me. I have been here three times and each time has been fantastic. The mix of the rice with the warm crispy nori that you literally see them heat up in front of you is an amazing combo with the delightful melt in your mouth fish. I haven't strayed too far from the fixed sets but have really enjoyed the 4 and 5 piece set. My favorites include the toro, golden ratio hamachi, and blue crab. I would strongly disagree with complaints about value given the quality of the product. It's also a pleasant experience with super cool decor and really nice service.	
J Wata Temaki Bar	M O.	Nothing special in this restaurant. I am guessing it will remain in soft opening until it eventually closes. Parking situation is terrible in that area to begin with.   I ordered some salmon and hamachi appetizers; they looked like some scrap leftovers when a fish is filleted. Not sure of the taste with that sauce whatever it was.  Menu - not whole lot of choices.  Their \"signature\" offering is the seaweed roll.  Roasted seaweed wrap - really?  Any restaurant can do that!  Only good thing - place is newly renovated.  I don't mind spending money in authentic Japanese restaurant and quality food in the $100 range per diner in restaurants like Ikiru, Sushi Ota in San Diego and Wafu in Oramge County. But in this place - NO!  Don't waste your money here!	
J Wata Temaki Bar	Myungja K.	It was new dining experience. Never seen anything like this even in Japan! You should go, experience it yourself. Taste? Of course very good. This is a total package! Myungja	
J Wata Temaki Bar	Joanna W.	Really good food in a fun unique atmosphere. Some of the mixtures of fish and sauce like mayo n scallops were more 4 star but that was when they opened so probably have tightened up since. Its fun to go here. Its a little more $ than other places but worth the extra cost.	
J Wata Temaki Bar	Connor P.	Sushi was supah good and yumm,, and the sushi maker / waitress were friendly, kind and personal. Love this place, and will come back. The sake is good 2!	
J Wata Temaki Bar	Chalmer D.	First timer with a party of 3 and it was a great experience. Very solid hand rolls, especially the blue crab. Very cool artwork on the sides on the restaurant. I enjoyed talking to the chefs at work as they prep fresh fish in front of you.	
J Wata Temaki Bar	Owie P.	One of the best Temaki bars I've been to. The chefs actually talk to you to have a conversation which is always a plus. I mean, that's sorta why you go up to the bar seat, to have a more intimate time between your food and how it's made. My top faves were the negi salmon and the blue crab. V fresh on ya mommas! I can't help it drool while I'm writing this. If you like the poke shop next door, I'm sure you'll love this!	
J Wata Temaki Bar	Alex V.	Had to give this place a try since I'm a sucker for handrolls. First impression, the place is kinda small with a U-shaped bar that sits around 20 people. It allows the chefs to interact with their customers which makes the experience much more interesting. The handroll is served 1 at a time directly to your hand to ensure freshness. The rolls are simple yet full of flavor - crispy seaweed wrap, well seasoned rice, good quality fish and a hint of a herb or other flavor depends on the roll.  I got the SAN combo with uni and unagi added.  All of them were really good. My favorite would be the blue crab and uni. They both have a very rich and delicate flavor. I totally recommend this place to anyone who appreciates a delicate yet satisfying Japanese flavor.	
J Wata Temaki Bar	Kat T.	I went here during their soft opening special. So this is a late post. Service was good. I ordered the set for the sushi hand rolls. Each roll was made as you finished each roll. They tried to pay attention to each customer so that each roll is made fresh. It is pricier than expected with fresh made hand rolls.	
J Wata Temaki Bar	Bill W.	With the toasted seaweed wraps served warm, one at a time, this place has the best sushi rolls I've tasted in town. Simple and delicious.	
J Wata Temaki Bar	Warren C.	I had I high hopes for this place considering everything junya watanabe touches turns to gold but I was a bit disapointed. The food itself is quite good: everything from the rice to the nori and soy sauce was extremely high quality. The wasabi was also freshly grated and they offer an endless supply of ginger. My biggest gripe is their pricing and portion size. Each handroll was about a three biter and you can get five of those for 21 dollars. They had a two for one special that made it more affordable but honestly this is not the place to go for a satisfying lunch or dinner. I understand how high quality food comes at a price but considering the location and clientale this did not seem like a splurge worthy place. Nonetheless the food was great and if I was swimming in cash I would come here often.	
J Wata Temaki Bar	Jack L.	This place is awesome. Perfect date setting or a nice time with friends and family.  The rolls were fresh delicious and the beer and sake are phenomenal. Chef James is unbelievably observant and meticulous in his preparation and presentation of the rolls. The service was awesome, Hana was a great server and we always had everything we needed. Five stars! Really great experience.	
J Wata Temaki Bar	Evan G.	This little concept is fire. Hand rolls, apps and incredible service. Part of the raki raki restaurant family, the food quality is exquisite. I'm not often a yelp reviewer, yet this place has the sauce. I went maine lobby, blue crab, ikura, spanish mackerel app, negi yellowtail, bay scallop, wagyu, and yellowtail sashimi. Double down on the spanish mack. It's the mackD. Ask for it if you're a foodie. It's not on the menu.	
J Wata Temaki Bar	Nicky P.	Very cool place . Went for lunch and surprised it wasn't busy consider the shopping center it shares with Raki Raki is a zoo. This is a hand roll place . I got 5 hand roll deal and very good price and filling . Each handroll was a decent size . I liked all the fish they offered very fish and good. The chef is friendly and makes it right there in front of you . I'll be back .	
J Wata Temaki Bar	David H.	Pretty bad ass and unique spin on sushi.  Small hand rolls that are 4 good bites with recommended menus to get a flavor for everything.	
J Wata Temaki Bar	Theodore B.	Huge fan of this place! The staff is great and the food is phenomenal. The GO [5] Temaki is my go to. 5 handrolls for just over $20, and you get lobster- can't beat it! The only downfall is parking. This lot has an abundance of great foodie spots so parking in the lot does get tight. Make sure to give yourself ample amounts of time to park and try street parking!	
J Wata Temaki Bar	Cindy L.	It's the only hand roll place in town, and they don't disappoint with their fresh fish options. They have limited seats, so make sure you come early as they don't take reservations.	
J Wata Temaki Bar	Cat T.	I was excited to hear about the opening of this sushi bar since I'm an avid fan of Kazunori in LA (and even the short-lived Kazunori knock-off Kiyomizu in Santa Ana).   The decor and setup of J Wata is just like Kazunori and Kiyomizu. The menu here, however, is more extensive and creative, which is both a hit and a miss. I love the idea of having more variety on the menu, but I found that the toppings and the seasoning were overdone. I could barely taste the fish in the handroll due to heavy-handed seasoning, and the fish didn't taste as fresh or flavorful as Kazunori. Furthermore, the handrolls are smaller here and more expensive. It was nice though to try different types of fish and other side dishes that aren't served at Kazunori. I do like the toasted nori here over the regular nori at Kazunori.  I don't understand their ginger and wasabi. The ginger was super salty and didn't taste good. The wasabi had zero hotness and was kind of gritty/chunky.   Based on the price, I would not eat here again unless there is a special. I would rather eat at cheaper sushi roll places. For the simplicity of a fresh handroll, I will still go to LA for Kazunori.	
J Wata Temaki Bar	Thu N.	If it wasn't for the bogo deal I don't think it's worth the money. I waited for about an hr to get seating for two. It took some time to get our rolls. It would be nice if they have more chefs to tend to maybe one or two parties at a time. Average cost for a roll is about 4-7 dollars. I thought that was pretty pricey. These are not your typical hand rolls either. They are pretty small which you can finish with three bites. We each got a set with 5 rolls. We were still pretty hungry walking out. Happy lemon was such a nice treat and it is right across the street.	
J Wata Temaki Bar	M C.	Small and quaint. Excellent service and food. Love the father/son team. Perfect place for a casual date or to bring a teenage kid. I wouldn't recommend for little kids.	
J Wata Temaki Bar	Ana M.	Very simple ingredients with unbelievable flavors! The chef personally hands you each roll and is ready to answer any questions. The golden ratio is my favorite, would order 10 of those because they are just crazy good!	
J Wata Temaki Bar	Angel N.	I AM A HUGE FAN OF HANDROLLS, and this place does an amazing job. I love the seating arrangement, a U shape bar. The staff here are all attentive and make sure you are enjoying your time there. I think its because of the limited seating that they are able to really put in the attention. The menu is done a la carte or by a set. The sets are definitely better for pricing. My bf and I both got the 5 handrolls  and we both really enjoyed each one. Make sure to eat the handroll immediately when they hand it to you so that the seaweed stays crispy. Toasted, crispy seaweed is what stands out for me when it comes to these handrolls. I adore the crab and lobster ones. If I had to pick one, crab all the way.	
J Wata Temaki Bar	Lisa V.	Amazing experience! The hand roll experience is unlike anything else in San Diego. The attention to detail in each hand roll is spot on. I would recommend trying one of their set menu. My favorite is the blue crab roll (melt in your mouth worthy). Servers are very attentive and friendly. I already can't wait to come back!	
J Wata Temaki Bar	Cesar V.	Had a great meal here. We selected the top tier omakase selection and were not disappointed. Top quality ingredients and the was very accommodating.	
J Wata Temaki Bar	Robert G.	We had a fantastic experience fantastic meal and incredibly good service today. You have to be into these wonderful sushi rolls to make sure you're fine with a somewhat limited menu but with super high-quality products and all the components including the toasted Nori. Staff were friendly the service is excellent and this new restaurant is highly recommended.	
J Wata Temaki Bar	David S.	Excellent hand rollls.  Warm crispy seaweed wrapping cold sushi and room temp rice inside.   First few visits service was a little variable.  It is tricky because they make them right in front of you and give them right to you so they are absolutely fresh.  Last time the place was full.  And the service was excellent.  Kirin on tap.  Unique seasoning.   Unique experience.	
J Wata Temaki Bar	Ahren C.	SUPER nice people/ great service! GREAT food  yum yum  the sushi chefs are VERY skilled and super nice. I highly recommend the hamachi golden-ratio taro roll it has delicious yellowtail fish and the veggies in it give it a nice crunch. If you are in the mood for spice, get the spicy tuna roll! The flavors are amazing  anyways this place was the best sushi I've had in a LONG time	
J Wata Temaki Bar	Stacey R.	Great place. Not fancy but very good temaki. Hope it lasts - I'm not sure the location is right for semi-pricey 'plain' temaki. Boy is the fish fresh. And the roasted nori... We'll be back, but one does tend to keep ordering so it can get pricey. Fantastic sake too. Support it!	
J Wata Temaki Bar	Melissa C.	First time here, the quality of fish is so good! Moderately priced for what it is, I'm very happy with it. It's not the greatest for when you're insanely hungry, but the taste is outta this world! The yellowtail, bluefin crab and the salmon were my favorites!	
J Wata Temaki Bar	Kyu S.	Checked this place out while visiting SD. The food was okay, not bad, not good, just ok. Service was amazing. Will I return? Probably not, only because I didn't walk away being wow'ed, nor do I think I'll crave it again.	
J Wata Temaki Bar	Ara M.	Unbelievable food! Unbelievably good flavor and the ambience couldn't be more amazing. The GO FIVE Rolls are made hand fresh right in front of your eyes. Bar none best rolls ever had in my life. Fresh ginger fresh wasabi like it was flown in 5 minutes ago!!!!	
J Wata Temaki Bar	Julie S.	This place is amazing. From the super talented chefs to the super friendly staff, the entire place earns its 5 stars! Come for the ambiance but stay for the food. The Spicy Tuna hand roll blew my mind and miso soup kicks some serious ass. Do your self a favor and stop by J Wata for some delicious food.	
J Wata Temaki Bar	Jordan T.	Of my two visits J Wata has quickly become my favorite Japanese restaurant in San Diego. When first entering you are immediately drawn to the hip murals wrapped around the walls. The menu is very simple and to the point. You can either order individual rolls or get a pre set option. I have tried the spicy salmon, unagi, spicy toro, Maine lobster, negi yellowtail, blue crab, and the negi salmon. All of them were amazing with the unagi and spicy salmon being my favorites. The unagi has a perfect amount of bbq flavor without it being an overkill. I loved the creamy texture of the spicy toro and how well the rice complements the fish. Service is awesome, they definitely aim to make everyone have a personalized experience. The chef James is very knowledgeable about the menu as well as being great to talk to! The quality and the experience you get doesn't compare to anywhere else in San Diego.	
J Wata Temaki Bar	Francine P.	Love this!! FINALLY a warm sushi handroll place in San Diego. This place comes really close to Kazu Nori in Los Angeles. For a soft opening,  the service was great and food on point.  The blue crab and wagyu beef were a hit with the kids. The price was fair for the quality of ingredients. Will definitely return!	
J Wata Temaki Bar	Phamhong G.	Fresh ingredients and great customer service. I've worked in over 6 sushi restaurants so I'm picky when it comes to sushi. I went during the buy 1 get 1 with the set menu so that was totally worth it! But it's really expensive for really small, thin hand rolls so I won't be coming back unless they have a promo again. :(	
J Wata Temaki Bar	Nathan C.	Pretty decent. But missing one star due to not particularly special tastes from some maki and sashimi on their menu. Their Sashimi is soaked in ponzu. Too much sauce it loses the original taste. Don't like to put good fish marinated in a cheap  sauce. Blue crab and Main lobster makis are 5 stars. All the other you can taste them at other sushi places. For that reason I give 4 Star. But blue crab and main lobster were awesome. ! Yeah I'm rather picky eater.	
J Wata Temaki Bar	Connie C.	This temaki bar is a wonderful addition to Convoy St!   I'm in complete disagreement with (and annoyed by) the reviews saying the food here is bland. Good hand rolls are fresh, simplistic, and let the ingredients speak for themselves. If you want a specialty roll slathered in sauce or whatever to mask the taste of your fish, it's true that this place isn't for you... but neither is good sushi. Enjoy that crap elsewhere and stop writing bad reviews for restaurants that serve food you already know going in isn't going to be your \"thing.\"    And yes, shellfish is mixed with mayo (blue crab and lobster), and these rolls are delicious. The lobster is reminiscent of a New England lobster roll but wrapped in rice and seaweed rather than bread. Shellfish + mayo is a classic pairing. If it isn't your \"thing,\" don't order those items and stick to fish only. The more traditional fish is served as typical with rice and vinegar.  We have been here multiple times since the grand opening and the food is consistently good. Prices are very reasonable and the hand roll chefs are always friendly and fast in service. I really do hope they stick around!	
J Wata Temaki Bar	Tyrion T.	Chef Alex is awesome! The temaki bar creates a buzz in the dining room because it is hands on! The whole restaurant has a great energy and aesthetic. The concept is simple and perfectly executed: simple fresh ingredients and face-time with the chef. We trusted Alex to choose for us since it was our first time in and it worked out perfectly, four tasty Temaki and then one more \"premium temaki\" which was custardy uni on a fresh mint leaf. Perfect way to end a light and thoroughly satisfying meal. When we got the bill we were pleasantly surprised with the price, seems like they have options for any diner. I think they are onto something very trendy and and it must be exciting to be on the ground floor (the restaurant is about four months old). Lots of potential here, excited to see this place grow.	
J Wata Temaki Bar	Samantha R.	This place should have 5 stars. Very simple and perfectly executed hand roll bar. It made me feel so relaxed just sitting there. James was our chef and very attentive and informative as well as the rest of the staff!	
J Wata Temaki Bar	Gabe L.	Incredibly good temaki rolls, great quick service, super friendly staff! The food is delicious and fresh and reasonably priced. Highly recommend this place!	
J Wata Temaki Bar	Tiffany S.	We stumbled across this place since two other nearby locations had a wait time of over two hours. This place was amazing!!! The toasted seaweed was amazing. Everything was super high quality and staff was pleasant. Already planning on coming back with friends.	
J Wata Temaki Bar	Wynn M.	I think the Raki family is trying to take over this overcrowded, terribly awful parking strip mall. This is a novel new Temaki Bar essentially perfecting sushi hand rolls. The seaweed nori is toasted and crisp for each roll. Quality of ingredients is very good so far on opening. Prices can add up quickly - e.g the lobster roll costs ~ $7.50 and can be finished in 2-3 man bites - you'll end up nibbling them to make the rolls go farther.   Most of the rolls are $5-6 or so. The set menus are a little better. Good food but don't go hungry. An upgrade from Raki - never very impressed by them but they do pack 'em in.	
J Wata Temaki Bar	Angela L.	If I had to describe my dining experience in three words: artistic, fresh, and addictive.   Artistic: You're seated at the bar overlooking the masterful chefs as they prepare each roll to order. Their craft and dedication to quality work are mesmerizing- the way they wave the nori over an open flame, the way they shape the freshly cooked rice, the way they cook the indulgently fatty wagyu shabu meat, I could go on. You've got a front row seat to watch this beautiful dance.  Fresh: There's never been a more appropriate place to eat with your hands. You select your meal set (ranging from 3-5 rolls each), then the chef prepares each roll by hand before you. Your chef hands you the rolls and they encourage you to receive each roll by hand (instead of letting them place it on your plate), this way you can immediately begin eating it. From the start, they emphasized the urgency of eating the rolls immediately in order to preserve the integrity for the ingredients. Each roll uses super high quality ingredients- the fish is light and pure, the rice is warm and flavorful, and the nori is toasty and crisp. If you're anything like me, I've been taught to always wait for everyone to receive their food before eating, so it was a bit weird to start eating before my friends got their rolls, but again, you have to eat the rolls while they're fresh. And no worries, the chef keeps a watchful eye in order to control the pacing of your meal. They're mindful to provide you with some time between rolls to savor each one, that way you're never overwhelmed or rushed, while also ensuring you're never waiting too long for your next roll.   Addictive: Oh man, my friends and I joked about inquiring how much it'd cost to rent out a seat at the bar and set up permanent residence. But honestly, even before our meal set was over, we were bummed that our dining experience was coming to an end. We're definitely going to be returning soon.  The only con would be parking. It's located in the same plaza as RakiRaki and Pokkirito (same owners); parking has always been challenging in this plaza, but I'm sure with the success of this restaurant, parking will be nearly impossible. Good luck, it's worth the wait.	
J Wata Temaki Bar	Connie T.	My girlfriend and I came here at lunch time around 11:30AM and it wasn't very busy which we were happy about. We had the GO combo and wagyu and it was pretty tasty. We both agreed that it was awkward AF every time one of the chefs would walk up to us and hand us a handroll. Why isn't there a small plate on the bar where the chef could place the handroll when its ready? Instead we had to do this awkward exchange with the chef/stranger 5-6 times to eat.	
J Wata Temaki Bar	Jake L.	Very glad there is a place like this in San Diego, no more relying on LA trips to get Kazunori. If only the parking situation was a bit better in this area, it'd be a slam dunk. Handrolls were great, and service was even better!  Looking forward to coming back.	
J Wata Temaki Bar	Nazanin N.	I went for dinner with my husband and 2 other friends. The place is small and they make your order one at a time. You sit around the bar next to other people and they are standing in the middle making everyone's order. It's pretty interesting and fun. It is an actual Temaki Bar no other sits or tables. Which makes it unique	
J Wata Temaki Bar	Marissa W.	What an awesome restaurant and dining concept! Had an amazing experience here a few nights ago... great ambiance, the food was excellent, and our chef Alex was so kind and knowledgeable! Every hand roll was perfectly crafted and absolutely delicious- the prices were extremely affordable for the quality of the food. The wait staff were extremely attentive and friendly. I will definitely be dining here again!	
J Wata Temaki Bar	Skull C.	Tasty but expensive for what it is. This place is basically sugar fish from Los Angeles but mostly focused on hand rolls. While tasty the prices are kind of not worth it for the food you get. We spent $50 and felt like we wanted a ramen next door. Still I might go back if I wanted a light fresh meal.	
J Wata Temaki Bar	Suzan Y.	It's solid. However, I don't think it was mind blowingly good for the price that you pay. My brother definitely left still hungry, so we went to another store to grab more food.  The chef was very nice though!	
J Wata Temaki Bar	Leslie C.	Happy there's a Hand Roll restaurant in San Diego! This one is definitely worth the try.  Food: I got the \"Go\" set which is the most expensive, in order of favorite to least favorite, Lobster, Scallop (and I generally dislike scallop), Spicy Tuna, Blue Crab, and Salmon. There were shells in my Blue Crab roll... bummer. I was really excited for Salmon but it was pretty bland. I wish they brushed it with some soy sauce/wasabi at least. I wish the rice was a teensy bit warmer.   Atmosphere: I think they were trying to go for a hip ambience? I didn't really care for the music.   Service: Really nice and attentive service!   I would come back: big IF... I was feeling spendy and wanted something fancy, quick, and fresh	
J Wata Temaki Bar	Karina D.	Amazing hand rolls only second to their exceptional customer service. I went on a weekday at 11:45am trying to beat the lunch rush and was surprised to find the place semi empty. If you're near the Convoy area, do not skip out on this new hand-roll bar. We were well attended and the sushi chef worked his magic to make sure each roll was delivered timely. Would absolutely recommend and can't wait to come back.	
J Wata Temaki Bar	Aussie G.	This place has a neat concept and the food was fresh and delicious! We recommend trying it out.  There aren't any other places like it that we know of!  Great business model too.	
J Wata Temaki Bar	William B.	I came during the grand opening weekend with a BOGO deal (two sets for the price of one). With the BOGO deal, I do think the price is worth it. However, if I were paying the regular price, this place would be a poor value, especially considering that I wasn't full even after 5 rolls. While the concept and setting is cool, overall the quality of the ingredients is not much better than that used at Pokerrito a couple doors down (given the fact that they are owned by the same owner, I wouldn't be surprised if they used the same exact ingredients). In fact, none of the ingredients are freshly prepared; they are all scooped out of tins you would find at Chipotle and then are assembled like a burrito. At the end of the day, you're paying $22 (before tax + tip) for 5 tiny handrolls when you can walk 20 feet over to Pokerrito and experience 1 humongous handroll (aka sushi burrito) made with the same exact ingredients for less than half the price (with no tip). Or, you could go to a real sushi restaurant and pay the same price for a real sushi chef to prepare handrolls for you with better and fresher ingredients. If they lowered the price by 25% or improved the quality of their ingredients, I would consider going again but at the moment, you're certainly overpaying for what you get.  Taste: 2.5/5 Value: 1/5 Experience: 3.5/5	
J Wata Temaki Bar	NBoogie V.	This is quite the experience. It tastes delicious and it's such a nice change from all the sushi places that make crazy rolls with sub par ingredients. The hand rolls are simple yet so delicious. I would come here every day if my wallet allowed.   This place is going to get busy once people start hearing about it so go now and get it while you can. Hopefully it doesn't go down in quality once it gains popularity. And I swear if you complain about slow service maybe you shouldn't come here. The serving of the rolls is very personalized and the serving is spaced out so you can enjoy your food.   Right now they really seem to care about honing their craft and making sure everything is perfect.	
J Wata Temaki Bar	Tania D.	The food was ok ..... super expensive not very satisfying.. I wouldn't go back. One small roll for over $5.. service was good	
J Wata Temaki Bar	Daniella K.	One of the best bites of raw fish I've ever had. The negitoro was unbelievable. Amazing quiet date night spot.	
J Wata Temaki Bar	AnnBam W.	This place recently opened and I gotta say, the rolls were great and really fresh. You can taste the quality of the ingredients used. The staff was also attentive, coming just frequent enough to ask if we want more water or ginger. James was our chef and he was very friendly and inviting. I recommend anyone who enjoys hand rolls and sashimi to try this place out!!	
J Wata Temaki Bar	William K.	Came here out of the blue with my friend because the revolving sushi place had too long of a wait. We both actually ended up liking this place much better. The experience is cool and the food tastes authentic and good!	
J Wata Temaki Bar	Vivian C.	YES. Finally a hand roll sushi concept in San Diego. This place is amazing. There was no wait during the soft opening, but I'd expect crowds to flock here as people learn about this place. The negi toro and spicy salmon are my favorite.	
J Wata Temaki Bar	salvador p.	I rarely give 5 stars but this place deserves it. Simple menu, good service, incredibly fresh and  great tasting  hand rolls. The chef hands the freshly made rolls to be eaten immediately. The toasted nori adds perfect texture. Good value for the money. If there is a downside, it is the availability of parking.	
J Wata Temaki Bar	ka a.	First time at J Wata and it was delicious! The hamachi sashimi had a nice clean refreshing finish to it, and the hand rolls were perfect balance of rice to fish and so good! The chef kept a nice pace as he carefully prepared the next roll after I was done with each roll, to ensure quality and integrity of the roll. Can't wait to go back on my next SD visit!	
J Wata Temaki Bar	Renee M.	Brand new Restaurant. They are all about the hand roll. Nori is like no other I have tasted and they give you one roll at a time. They want you to experience each roll as it is crispy and fresh and not soggy. The chefs are very nice and the owner came by to talk to us. He owns Raki Raki and Pokerito and is very personable and friendly. He seems to care about producing a quality product. Tried the Ikura (Salmon Roe) and was one of the freshest I have ever had. I actually judge my opinion of the Restaurant with the quality of their Ikura. My husband loved it and he is not normally a fan. Great place to try. We will return.	
J Wata Temaki Bar	Jeff U.	If you are looking for Japanese food, this is not the place for you.  While the food was good, it was pre-prepared seafood, meaning the seafood contents are premixed with a tasty sauce.  Not traditional by any means.  if looking for sushi, go elsewhere.  The place seemed clean and nice.  we had the spicy salmon, blue crab and lobster hand rolls.  We were expecting something freshly prepared.  They were all pre-mixed fillings.	
J Wata Temaki Bar	Tawny B.	J Wata Temaki Bar is an experience of its own. It brings the intimate experience of Japanese culture cuisine to Convoy. It definitely isn't a place to go if you plan to stuff yourself but the food is definitely quality. My favorite hand rolls were the scallops and yellowtail. In addition to those I also order the wagyu which was delicious as well. Would definitely recommend this place!!	
J Wata Temaki Bar	Greice C.	So, I was waiting to go to this new place since they opened the restaurant. I received an email with a special invitation and then I decided to check it out. I got there at 7pm and it was alright to get two seats. We ordered and omg it took forever to start receiving the hand rolls. Our server forgot our water and we needed to keep asking for it . We ran out of soy sauce and we asked her for more, we ended up asking for the couple seating close to us if we could  have some of their soy sauce. We left the restaurant almost 9:30/10pm. The bill was pretty expensive for little hand rolls. Anyway I had the discount but guess what?!  I just realized the same server who was serving us didn't give me the discount. I was so upset that I didn't wanna come back there. In a nutshell I won't come back there. I hope you all have better experience than me.	
J Wata Temaki Bar	Maureen C.	Great service, cool place and the food was good but the rolls are small.  Not a 5 star because of the size, these are more like appy size.  I did enjoy the food but I will stick with the cone hand rolls as you get twice as much for the same price.	
J Wata Temaki Bar	Kendra L.	Delicious!!! Definitely our new go to date spot! The servers were friendly and attentive and everything was fresh!	
J Wata Temaki Bar	Ed R.	The rice and nori are good and the waitress was cute and friendly. Those are the only good points.  The hamachi hand-roll was mild, the toro was totally flavorless, the spicy salmon was not spicy but at least was decently fresh, and the blue crab was alright. But all of them were really tiny. The price seems cheap but it's really not when you factor in how extremely tiny the amount of fish in each roll is, as well as how mediocre it all was.  Even the hot tea was served in a cup that burned my hand if held for more than a second. And it just tasted like hot water, not tea.	
J Wata Temaki Bar	Melissa L.	Best hand rolls I've ever had! Such incredibly nice staff and wonderful food, highly recommend.	
J Wata Temaki Bar	Shigeo H.	Dinning innovation! You have to be there to sense it and taste it. You will like it for sure. guaranteed! Enjoy your Temaki! A sushi lover	
